Date,Ta_mean,Std_err
1858-01,-2.4,0.11
1858-02,0.5,0.14
1858-03,3.9,0.16
1858-04,11.2,0.2
1858-05,11.3,0.22
1858-06,19.6,0.24
1858-07,17.2,0.23
1858-08,16.5,0.21
1858-09,16.2,0.18
1858-10,10.4,0.13
1858-11,3,0.12
1858-12,2.1,0.1
1859-01,-0.2,0.11
1859-02,2,0.14
1859-03,6.9,0.16
1859-04,9.5,0.2
1859-05,12.7,0.22
1859-06,16.4,0.24
1859-07,22.3,0.23
1859-08,20.8,0.21
1859-09,15,0.18
1859-10,11.1,0.13
1859-11,4.4,0.12
1859-12,-0.7,0.1
1860-01,3.2,0.11
1860-02,-1.2,0.13
1860-03,3.2,0.16
1860-04,7.1,0.2
1860-05,14,0.22
1860-06,15.9,0.24
1860-07,16.9,0.23
1860-08,16.4,0.2
1860-09,13.3,0.18
1860-10,9.3,0.13
1860-11,3.5,0.12
1860-12,1.5,0.1
1861-01,-2.4,0.11
1861-02,3.1,0.15
1861-03,5.5,0.18
1861-04,8.7,0.21
1861-05,13.3,0.24
1861-06,16.8,0.25
1861-07,17.3,0.24
1861-08,20.1,0.22
1861-09,15,0.19
1861-10,12,0.15
1861-11,5.6,0.12
1861-12,0.5,0.1
1862-01,0.8,0.11
1862-02,1.5,0.15
1862-03,6.9,0.18
1862-04,11.4,0.21
1862-05,15.4,0.24
1862-06,16.3,0.25
1862-07,19.9,0.24
1862-08,17.6,0.22
1862-09,15.1,0.19
1862-10,12,0.15
1862-11,5.7,0.12
1862-12,2.1,0.1
1863-01,2.4,0.11
1863-02,1.7,0.15
1863-03,4.8,0.18
1863-04,10.3,0.21
1863-05,14.4,0.24
1863-06,17,0.25
1863-07,19.3,0.24
1863-08,19.5,0.22
1863-09,13.6,0.19
1863-10,10.6,0.15
1863-11,5.5,0.12
1863-12,NA,NA
